"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 03, 2022","42.22","43.12","43.12","42.00","1.28M","-2.09%"
"Sep 30, 2022","43.12","43.32","43.48","42.88","3.04M","1.22%"
"Sep 29, 2022","42.60","43.22","43.30","42.48","2.14M","0.76%"
"Sep 28, 2022","42.28","43.50","43.50","42.28","2.97M","-3.12%"
"Sep 27, 2022","43.64","43.06","43.74","42.90","895.68K","1.35%"
"Sep 26, 2022","43.06","43.16","43.70","42.88","2.46M","-1.06%"
"Sep 23, 2022","43.52","43.92","44.02","43.26","607.88K","-0.73%"
"Sep 22, 2022","43.84","44.00","44.18","43.72","1.33M","-1.22%"
"Sep 21, 2022","44.38","44.72","44.72","44.24","1.03M","-1.25%"
"Sep 20, 2022","44.94","45.18","45.34","44.86","893.40K","0.27%"
"Sep 19, 2022","44.82","45.18","45.30","44.80","961.43K","-0.13%"
"Sep 16, 2022","44.88","46.02","46.02","44.86","2.96M","-2.94%"
"Sep 15, 2022","46.24","46.92","46.98","46.08","1.39M","-1.24%"
"Sep 14, 2022","46.82","47.00","47.04","46.64","1.69M","-1.56%"
"Sep 13, 2022","47.56","47.30","47.88","47.30","1.32M","0.04%"
"Sep 09, 2022","47.54","46.82","47.54","46.72","949.09K","2.55%"
"Sep 08, 2022","46.36","46.86","46.86","46.36","1.08M","-0.52%"
"Sep 07, 2022","46.60","46.38","46.76","46.34","1.45M","0.00%"
"Sep 06, 2022","46.60","46.68","46.78","46.40","986.94K","0.73%"
"Sep 05, 2022","46.26","46.50","46.50","46.06","1.63M","-0.52%"
"Sep 02, 2022","46.50","47.02","47.06","46.46","2.25M","-1.19%"
"Sep 01, 2022","47.06","47.12","47.46","46.90","1.35M","-0.84%"
"Aug 31, 2022","47.46","47.20","47.86","47.12","1.76M","0.21%"
"Aug 30, 2022","47.36","47.48","47.48","46.84","1.06M","-0.21%"
"Aug 29, 2022","47.46","47.50","47.50","47.04","1.02M","-1.25%"
"Aug 26, 2022","48.06","48.36","48.40","47.94","1.44M","-0.37%"
"Aug 25, 2022","48.24","47.88","48.32","47.64","1.20M","1.52%"
"Aug 24, 2022","47.52","48.60","48.64","47.52","1.87M","-2.10%"
"Aug 23, 2022","48.54","48.50","48.86","48.32","1.83M","0.00%"
"Aug 22, 2022","48.54","48.50","49.06","48.38","1.72M","-0.29%"
"Aug 19, 2022","48.68","49.16","49.16","48.68","1.69M","-1.06%"
"Aug 18, 2022","49.20","49.66","49.70","49.10","1.31M","-0.85%"
"Aug 17, 2022","49.62","49.20","49.90","48.90","2.14M","0.98%"
"Aug 16, 2022","49.14","49.20","49.58","49.04","1.75M","-0.65%"
"Aug 15, 2022","49.46","50.00","50.04","49.42","1.23M","-0.80%"
"Aug 12, 2022","49.86","49.86","50.00","49.62","1.64M","-0.32%"
"Aug 11, 2022","50.02","49.04","50.02","48.96","2.04M","2.67%"
"Aug 10, 2022","48.72","49.18","49.30","48.48","3.07M","-0.69%"
"Aug 09, 2022","49.06","49.16","49.42","48.98","1.18M","-0.49%"
"Aug 08, 2022","49.30","49.26","49.30","48.98","907.37K","-0.32%"
"Aug 05, 2022","49.46","48.82","49.48","48.70","3.09M","1.52%"
"Aug 04, 2022","48.72","48.64","48.72","48.26","2.75M","0.83%"
"Aug 03, 2022","48.32","48.90","49.12","48.14","3.65M","-0.70%"
"Aug 02, 2022","48.66","48.76","48.96","48.14","4.59M","-1.86%"
"Aug 01, 2022","49.58","49.30","49.72","49.00","2.09M","-0.20%"
"Jul 29, 2022","49.68","50.26","50.46","49.40","2.62M","-1.11%"
