"Date","Price","Open","High","Low","Vol.","Change %"
"10/07/2019","387.00","387.50","387.75","385.00","100.42K","0.58%"
"10/04/2019","384.75","388.00","389.00","383.75","116.34K","-1.03%"
"10/03/2019","388.75","387.00","390.75","385.50","125.49K","0.26%"
"10/02/2019","387.75","390.50","391.75","385.50","158.92K","-1.21%"
"10/01/2019","392.50","386.75","392.75","385.25","227.07K","1.16%"
"09/30/2019","388.00","372.00","388.25","371.50","337.25K","4.44%"
"09/27/2019","371.50","371.25","373.00","369.75","90.80K","-0.27%"
"09/26/2019","372.50","373.50","375.75","368.25","175.42K","-0.47%"
"09/25/2019","374.25","375.25","377.50","372.25","119.19K","-0.13%"
"09/24/2019","374.75","372.00","376.00","370.25","144.29K","0.40%"
"09/23/2019","373.25","371.25","374.50","371.00","100.44K","0.67%"
"09/20/2019","370.75","372.75","374.50","369.50","133.00K","-0.54%"
"09/19/2019","372.75","371.50","373.75","369.50","117.07K","0.40%"
"09/18/2019","371.25","367.75","372.00","365.75","126.83K","0.88%"
"09/17/2019","368.00","374.00","374.25","366.00","154.63K","-1.60%"
"09/16/2019","374.00","372.00","374.75","367.50","133.44K","5.20%"
"09/13/2019","355.50","358.50","358.50","358.50","0.12K","0.28%"
"09/12/2019","354.50","349.75","353.75","349.50","0.15K","1.79%"
"09/11/2019","348.25","349.75","349.75","344.75","0.33K","-0.07%"
"09/10/2019","348.50","344.00","349.50","344.00","0.31K","2.27%"
"09/09/2019","340.75","343.25","343.25","340.00","0.94K","-0.51%"
"09/06/2019","342.50","347.50","348.25","341.50","1.36K","-1.15%"
"09/05/2019","346.50","346.50","349.75","346.50","1.81K","0.14%"
"09/04/2019","346.00","350.50","351.00","344.50","3.85K","-1.07%"
"09/03/2019","349.75","358.75","359.00","349.00","5.34K","-2.30%"
"08/30/2019","358.00","359.75","364.50","356.75","11.24K","-0.49%"
"08/29/2019","359.75","363.00","369.00","357.50","122.79K","-0.83%"
"08/28/2019","362.75","357.25","365.50","355.25","172.93K","1.61%"
"08/27/2019","357.00","359.00","360.00","356.75","129.89K","-0.42%"
"08/26/2019","358.50","358.00","362.00","357.00","122.54K","-0.35%"
"08/23/2019","359.75","362.75","363.00","357.50","169.87K","-0.96%"
"08/22/2019","363.25","363.00","366.50","359.00","99.25K","0.21%"
"08/21/2019","362.50","360.00","364.00","357.00","125.86K","0.83%"
"08/20/2019","359.50","366.50","370.25","359.25","89.47K","-1.51%"
"08/19/2019","365.00","367.25","368.25","363.25","78.54K","-1.62%"
"08/16/2019","371.00","361.50","371.25","361.25","104.81K","2.84%"
"08/15/2019","360.75","360.25","363.75","358.25","108.78K","0.49%"
"08/14/2019","359.00","366.25","370.50","358.50","185.09K","-1.91%"
"08/13/2019","366.00","379.00","379.00","365.50","312.97K","-5.00%"
"08/12/2019","385.25","409.75","410.00","385.25","248.13K","-6.09%"
"08/09/2019","410.25","410.75","417.00","407.25","185.37K","-0.18%"
"08/08/2019","411.00","407.25","412.00","405.50","184.79K","1.11%"
"08/07/2019","406.50","404.75","407.50","400.50","167.53K","0.62%"
"08/06/2019","404.00","405.75","408.00","400.75","113.07K","-0.31%"
"08/05/2019","405.25","400.00","406.75","391.00","109.69K","1.44%"
"08/02/2019","399.50","394.75","400.00","393.50","90.36K","1.72%"
"08/01/2019","392.75","401.75","403.00","387.25","145.33K","-1.87%"
"07/31/2019","400.25","410.75","413.75","400.00","151.79K","-2.67%"
"07/30/2019","411.25","417.00","417.00","410.25","81.03K","-1.38%"
"07/29/2019","417.00","413.25","419.50","412.00","90.11K","0.60%"
"07/26/2019","414.50","418.25","419.50","413.00","120.75K","-0.96%"
"07/25/2019","418.50","424.00","425.75","418.00","172.28K","-1.30%"
"07/24/2019","424.00","425.00","430.50","421.50","93.16K","-0.35%"
"07/23/2019","425.50","423.75","426.50","418.25","131.11K","0.77%"
"07/22/2019","422.25","430.75","432.25","421.00","110.95K","-1.97%"
"07/19/2019","430.75","425.50","434.00","423.75","114.52K","1.47%"
"07/18/2019","424.50","435.00","436.00","423.25","156.00K","-2.64%"
"07/17/2019","436.00","435.25","441.50","431.50","125.87K","0.17%"
"07/16/2019","435.25","437.75","440.75","429.00","144.49K","-1.30%"
"07/15/2019","441.00","459.25","460.00","439.75","164.47K","-1.89%"
"07/12/2019","449.50","447.75","457.00","447.75","0.27K","0.39%"
"07/11/2019","447.75","433.25","448.00","433.25","0.60K","3.11%"
"07/10/2019","434.25","430.00","434.75","428.00","0.49K","0.58%"
"07/09/2019","431.75","437.25","437.75","429.25","0.45K","-1.54%"
"07/08/2019","438.50","440.75","442.75","432.00","2.08K","1.04%"
"07/05/2019","434.00","433.00","435.50","427.00","2.13K","0.23%"
"07/03/2019","433.00","417.00","433.75","417.00","3.47K","4.72%"
"07/02/2019","413.50","412.50","415.50","408.25","6.53K","0.36%"
"07/01/2019","412.00","424.25","424.75","410.25","13.48K","-1.96%"
"06/28/2019","420.25","439.00","455.00","411.00","34.51K","-4.49%"
"06/27/2019","440.00","443.00","445.50","438.50","141.13K","-0.73%"
"06/26/2019","443.25","447.00","447.25","440.75","158.88K","-0.95%"
"06/25/2019","447.50","451.00","453.00","446.50","158.43K","0.17%"
"06/24/2019","446.75","442.25","447.75","440.25","172.09K","1.02%"
"06/21/2019","442.25","452.00","454.00","441.75","251.09K","-1.72%"
"06/20/2019","450.00","441.50","450.75","436.50","198.63K","2.04%"
"06/19/2019","441.00","449.75","451.75","438.25","193.33K","-1.95%"
"06/18/2019","449.75","455.50","458.00","442.75","221.47K","-1.10%"
"06/17/2019","454.75","458.25","464.25","450.50","279.48K","0.39%"
"06/14/2019","453.00","442.00","457.25","441.75","312.81K","2.49%"
"06/13/2019","442.00","429.75","442.75","429.50","402.15K","2.79%"
"06/12/2019","430.00","427.75","434.50","424.00","331.36K","0.53%"
"06/11/2019","427.75","415.00","430.25","408.25","360.32K","2.89%"
"06/10/2019","415.75","413.00","416.50","409.00","279.95K","0.00%"
"06/07/2019","415.75","421.00","423.50","415.00","227.75K","-1.13%"
"06/06/2019","420.50","414.50","421.50","407.00","279.01K","1.39%"
"06/05/2019","414.75","424.25","424.75","412.25","231.86K","-2.47%"
"06/04/2019","425.25","435.00","436.00","421.25","306.70K","0.24%"
"06/03/2019","424.25","426.25","430.75","418.25","288.44K","-0.64%"
"05/31/2019","427.00","435.00","437.50","423.25","302.17K","-2.12%"
"05/30/2019","436.25","416.50","436.75","413.25","324.91K","4.18%"
"05/29/2019","418.75","429.25","438.00","412.25","484.44K","-0.36%"
"05/28/2019","420.25","408.00","421.00","407.50","417.68K","3.96%"
"05/24/2019","404.25","390.50","404.75","389.75","299.95K","3.72%"
"05/23/2019","389.75","394.00","399.00","387.00","340.12K","-1.20%"
"05/22/2019","394.50","393.25","396.50","386.25","291.26K","0.06%"
"05/21/2019","394.25","393.25","399.00","391.25","451.26K","1.35%"
"05/20/2019","389.00","386.00","391.50","385.75","358.73K","1.50%"
"05/17/2019","383.25","380.00","384.75","380.00","319.50K","1.12%"
"05/16/2019","379.00","368.75","380.75","368.75","248.51K","2.57%"
"05/15/2019","369.50","369.00","380.00","368.00","336.99K","2.50%"
"05/14/2019","360.50","354.25","360.75","353.50","0.20K","3.74%"
"05/13/2019","347.50","335.50","348.25","335.50","0.29K","1.46%"
"05/10/2019","342.50","346.50","346.50","338.25","0.31K","-0.58%"
"05/09/2019","344.50","350.00","350.00","344.00","0.66K","-3.03%"
"05/08/2019","355.25","356.50","356.50","353.25","0.86K","-0.77%"
"05/07/2019","358.00","357.00","359.25","355.00","1.16K","0.63%"
"05/06/2019","355.75","352.50","356.00","349.00","1.71K","-2.00%"
"05/03/2019","363.00","362.25","363.25","359.50","1.65K","0.28%"
"05/02/2019","362.00","361.00","362.50","358.50","4.31K","0.56%"
"05/01/2019","360.00","353.50","360.50","353.50","8.29K","1.91%"
"04/30/2019","353.25","352.25","354.00","349.25","14.38K","0.36%"
"04/29/2019","352.00","353.25","356.00","351.25","250.77K","0.21%"
"04/26/2019","351.25","347.25","353.50","347.00","166.75K","1.08%"
"04/25/2019","347.50","346.00","351.00","342.25","236.88K","0.22%"
"04/24/2019","346.75","351.00","352.50","345.50","241.39K","-1.28%"
"04/23/2019","351.25","354.75","355.00","350.25","194.77K","-0.99%"
"04/22/2019","354.75","359.00","359.00","354.25","144.71K","-1.05%"
"04/19/2019","358.50","358.50","358.50","358.50","","0.00%"
"04/18/2019","358.50","358.00","359.25","357.00","102.30K","0.07%"
