"Date","Price","Open","High","Low","Vol.","Change %"
"07/03/2014","409.50","412.50","414.00","408.50","47.65K","-0.67%"
"07/02/2014","412.25","416.00","416.50","410.00","63.54K","-0.90%"
"07/01/2014","416.00","418.00","418.50","410.25","96.30K","-0.66%"
"06/30/2014","418.75","441.75","441.75","416.75","174.73K","-5.31%"
"06/27/2014","442.25","438.25","442.50","436.25","120.71K","0.74%"
"06/26/2014","439.00","436.00","442.00","435.25","115.27K","0.75%"
"06/25/2014","435.75","436.75","436.75","433.75","102.41K","-0.23%"
"06/24/2014","436.75","439.00","439.50","433.25","89.06K","-0.51%"
"06/23/2014","439.00","448.00","453.00","438.50","76.98K","-2.06%"
"06/20/2014","448.25","443.75","448.75","440.50","66.35K","0.90%"
"06/19/2014","444.25","435.00","444.50","435.00","72.67K","2.01%"
"06/18/2014","435.50","434.00","438.00","433.75","58.44K","0.35%"
"06/17/2014","434.00","436.50","437.50","431.00","68.06K","-0.63%"
"06/16/2014","436.75","440.50","445.50","436.00","76.89K","-1.41%"
"06/13/2014","443.00","440.25","445.50","439.75","88.09K","0.68%"
"06/12/2014","440.00","437.25","441.25","435.00","116.68K","0.57%"
"06/11/2014","437.50","442.00","444.75","435.00","118.74K","-0.85%"
"06/10/2014","441.25","447.00","450.75","440.50","104.00K","-1.40%"
"06/09/2014","447.50","454.50","454.50","443.00","98.38K","-1.92%"
"06/06/2014","456.25","444.25","457.25","442.75","96.23K","2.70%"
"06/05/2014","444.25","452.75","453.00","443.75","54.76K","-1.77%"
"06/04/2014","452.25","453.75","456.00","450.00","44.59K","-0.39%"
"06/03/2014","454.00","456.50","459.00","452.25","56.02K","-1.14%"
"06/02/2014","459.25","456.75","461.50","452.00","68.29K","0.27%"
"05/30/2014","458.00","463.25","466.50","457.25","54.63K","-1.13%"
"05/29/2014","463.25","469.50","469.75","462.25","74.72K","-1.28%"
"05/28/2014","469.25","466.00","469.75","463.50","40.90K","0.64%"
"05/27/2014","466.25","470.50","472.00","465.75","32.60K","-1.95%"
"05/23/2014","475.50","474.00","477.75","472.50","25.47K","0.32%"
"05/22/2014","474.00","472.25","480.00","470.00","32.80K","0.32%"
"05/21/2014","472.50","472.00","474.25","470.50","29.98K","0.05%"
"05/20/2014","472.25","475.50","479.25","471.50","34.18K","-0.68%"
"05/19/2014","475.50","480.25","480.25","474.50","26.35K","-1.19%"
"05/16/2014","481.25","481.50","483.75","477.00","24.64K","0.05%"
"05/15/2014","481.00","491.00","492.50","478.75","28.17K","-2.93%"
"05/14/2014","495.50","502.00","504.50","495.25","105.79K","-1.44%"
"05/13/2014","502.75","499.00","503.50","497.50","95.49K","0.65%"
"05/12/2014","499.50","505.25","506.25","498.50","98.61K","-1.58%"
"05/09/2014","507.50","515.50","522.75","505.75","219.71K","-1.74%"
"05/08/2014","516.50","513.75","517.00","508.00","106.99K","0.49%"
"05/07/2014","514.00","516.25","519.00","510.25","115.71K","-0.68%"
"05/06/2014","517.50","507.25","519.00","502.00","118.39K","1.87%"
"05/05/2014","508.00","499.00","509.50","497.50","109.91K","1.70%"
"05/02/2014","499.50","507.00","509.75","497.75","125.01K","-1.48%"
"05/01/2014","507.00","518.00","521.00","504.50","151.05K","-2.31%"
"04/30/2014","519.00","520.75","521.50","514.50","112.74K","-0.48%"
"04/29/2014","521.50","514.50","522.00","514.25","158.52K","1.51%"
"04/28/2014","513.75","512.25","518.50","511.25","158.65K","0.20%"
"04/25/2014","512.75","507.00","516.75","506.75","124.58K","1.08%"
"04/24/2014","507.25","508.25","513.50","505.50","145.31K","-0.44%"
"04/23/2014","509.50","501.75","510.00","500.25","131.29K","1.49%"
"04/22/2014","502.00","494.25","506.00","492.75","186.66K","1.67%"
"04/21/2014","493.75","499.00","499.25","490.75","125.15K","-1.35%"
"04/17/2014","500.50","503.50","507.00","498.75","106.11K","-0.60%"
"04/16/2014","503.50","508.25","510.75","501.00","113.52K","-1.23%"
"04/15/2014","509.75","509.00","512.75","503.50","122.00K","0.10%"
"04/14/2014","509.25","504.00","513.00","503.50","91.09K","0.94%"
"04/11/2014","504.50","505.00","511.00","503.50","127.88K","-0.54%"
"04/10/2014","507.25","507.50","509.00","499.75","133.96K","-0.15%"
"04/09/2014","508.00","512.00","524.25","505.75","231.82K","-0.97%"
"04/08/2014","513.00","504.50","513.50","502.25","97.25K","1.53%"
"04/07/2014","505.25","506.00","508.00","500.25","125.86K","-0.44%"
"04/04/2014","507.50","504.00","508.00","498.50","72.23K","0.45%"
"04/03/2014","505.25","502.00","506.00","499.25","76.57K","0.85%"
"04/02/2014","501.00","511.50","512.50","495.75","98.44K","-2.24%"
"04/01/2014","512.50","506.25","517.00","506.00","108.11K","1.13%"
"03/31/2014","506.75","494.00","508.25","480.25","138.70K","2.12%"
"03/28/2014","496.25","495.50","500.00","493.00","61.97K","0.00%"
"03/27/2014","496.25","488.50","496.75","486.75","68.18K","1.43%"
"03/26/2014","489.25","490.50","492.25","487.00","34.25K","-0.41%"
"03/25/2014","491.25","493.50","494.50","489.25","35.98K","-0.66%"
"03/24/2014","494.50","484.25","495.25","482.75","45.01K","2.22%"
"03/21/2014","483.75","483.50","485.75","481.00","39.05K","0.05%"
"03/20/2014","483.50","492.00","492.00","482.75","37.46K","-1.88%"
"03/19/2014","492.75","490.50","496.00","487.00","43.89K","0.36%"
"03/18/2014","491.00","483.50","491.50","482.25","36.46K","1.45%"
"03/17/2014","484.00","489.00","491.75","481.25","31.84K","-0.41%"
"03/14/2014","486.00","484.00","489.00","478.50","109.12K","0.21%"
"03/13/2014","485.00","487.00","493.25","482.25","119.83K","-0.72%"
"03/12/2014","488.50","483.00","489.00","476.50","131.59K","1.09%"
"03/11/2014","483.25","477.00","485.00","473.25","147.23K","1.05%"
"03/10/2014","478.25","486.50","487.75","475.50","178.32K","-2.20%"
"03/07/2014","489.00","490.00","502.50","484.50","197.21K","-0.41%"
"03/06/2014","491.00","480.25","492.50","478.50","166.43K","1.87%"
"03/05/2014","482.00","483.00","488.00","479.25","191.22K","-0.46%"
"03/04/2014","484.25","469.50","485.00","465.25","201.25K","2.92%"
"03/03/2014","470.50","464.75","482.75","464.00","264.34K","1.51%"
"02/28/2014","463.50","454.00","465.00","453.50","159.58K","1.98%"
"02/27/2014","454.50","460.00","463.50","453.50","214.22K","-1.41%"
"02/26/2014","461.00","460.25","465.00","457.00","154.46K","-0.05%"
"02/25/2014","461.25","457.00","461.75","454.00","135.37K","0.76%"
"02/24/2014","457.75","457.50","458.75","452.00","155.28K","-0.27%"
"02/21/2014","459.00","462.00","463.00","456.25","152.94K","-0.70%"
"02/20/2014","462.25","459.25","462.75","457.50","160.62K","0.43%"
"02/19/2014","460.25","454.25","461.00","454.00","200.23K","1.04%"
"02/18/2014","455.50","450.00","455.75","450.00","100.67K","1.05%"
"02/14/2014","450.75","446.00","451.50","443.25","133.93K","0.95%"
"02/13/2014","446.50","445.75","448.00","444.75","128.49K","0.11%"
"02/12/2014","446.00","446.25","451.00","444.50","137.56K","-0.28%"
"02/11/2014","447.25","448.50","449.75","443.00","142.61K","-0.33%"
"02/10/2014","448.75","448.50","454.50","445.50","150.60K","-0.28%"
"02/07/2014","450.00","448.00","450.50","445.75","111.18K","0.33%"
"02/06/2014","448.50","447.00","451.75","446.00","101.67K","0.22%"
"02/05/2014","447.50","447.00","448.50","445.00","77.86K","-0.06%"
"02/04/2014","447.75","441.25","448.00","440.50","58.82K","1.36%"
"02/03/2014","441.75","438.75","444.50","438.75","69.91K","0.51%"
"01/31/2014","439.50","438.25","441.00","437.00","66.17K","0.00%"
"01/30/2014","439.50","434.00","440.75","433.75","69.28K","1.27%"
"01/29/2014","434.00","437.25","437.75","433.25","63.81K","-0.91%"
"01/28/2014","438.00","437.50","439.50","436.75","52.46K","0.00%"
"01/27/2014","438.00","435.50","439.00","433.25","43.95K","0.46%"
"01/24/2014","436.00","434.75","436.50","432.00","50.37K","0.17%"
"01/23/2014","435.25","432.25","437.00","432.25","66.97K","0.52%"
"01/22/2014","433.00","431.75","435.50","431.75","41.43K","0.17%"
"01/21/2014","432.25","431.75","432.75","428.25","50.93K","0.12%"
"01/17/2014","431.75","434.00","435.25","429.75","25.74K","-0.86%"
"01/16/2014","435.50","433.50","437.75","432.75","37.56K","0.46%"
"01/15/2014","433.50","438.50","439.25","433.25","32.62K","-1.37%"
"01/14/2014","439.50","441.50","441.75","435.00","25.44K","-0.68%"
"01/13/2014","442.50","439.75","443.00","438.00","42.72K","0.40%"
"01/10/2014","440.75","419.75","441.00","414.50","82.17K","4.88%"
"01/09/2014","420.25","423.75","425.00","416.00","59.02K","-1.18%"
"01/08/2014","425.25","433.00","435.50","422.75","57.29K","-1.96%"
"01/07/2014","433.75","435.00","438.25","432.75","27.89K","-0.46%"
"01/06/2014","435.75","432.00","436.00","432.00","20.00K","0.93%"
"01/03/2014","431.75","429.00","432.25","425.50","22.74K","0.64%"
"01/02/2014","429.00","429.75","435.25","426.75","28.24K","1.81%"
"01/01/2014","421.38","421.38","421.38","421.38","","-2.06%"
"12/31/2013","430.25","431.50","431.75","429.25","11.16K","-0.35%"
"12/30/2013","431.75","434.50","434.75","431.25","8.34K","-0.92%"
"12/27/2013","435.75","434.25","437.00","434.25","6.97K","0.29%"
"12/26/2013","434.50","441.25","441.25","434.25","11.52K","-1.86%"
"12/24/2013","442.75","442.00","443.50","440.25","5.53K","0.06%"
"12/23/2013","442.50","441.00","444.00","440.00","13.47K","0.23%"
"12/20/2013","441.50","438.25","442.75","436.00","25.00K","0.68%"
"12/19/2013","438.50","433.00","439.25","432.75","17.26K","1.15%"
"12/18/2013","433.50","434.00","438.25","431.25","14.98K","-0.40%"
"12/17/2013","435.25","431.25","437.25","430.25","17.76K","0.81%"
"12/16/2013","431.75","434.00","434.75","428.50","27.90K","1.47%"
"12/13/2013","425.50","433.50","435.00","425.00","106.10K","-2.01%"
"12/12/2013","434.25","438.50","439.00","428.00","146.41K","-1.14%"
"12/11/2013","439.25","436.00","439.75","434.25","75.54K","0.75%"
"12/10/2013","436.00","437.00","440.75","430.75","137.77K","-0.46%"
"12/09/2013","438.00","433.75","438.50","432.50","83.19K","0.86%"
"12/06/2013","434.25","433.25","436.75","430.00","94.02K","0.17%"
"12/05/2013","433.50","435.75","437.75","431.00","101.07K","-0.69%"
"12/04/2013","436.50","430.75","439.50","426.50","154.19K","1.22%"
"12/03/2013","431.25","424.50","432.25","423.00","116.95K","1.59%"
"12/02/2013","424.50","422.75","425.00","418.50","105.35K","0.00%"
"11/29/2013","424.50","426.50","427.00","421.75","68.99K","-0.47%"
"11/27/2013","426.50","424.00","429.75","423.50","169.92K","0.41%"
"11/26/2013","424.75","431.00","431.50","422.25","184.31K","-1.51%"
"11/25/2013","431.25","429.00","433.00","428.75","108.83K","0.47%"
"11/22/2013","429.25","429.00","432.25","427.00","144.18K","-0.06%"
"11/21/2013","429.50","425.00","430.75","424.50","149.47K","1.00%"
"11/20/2013","425.25","426.00","427.75","423.50","106.09K","-0.23%"
"11/19/2013","426.25","421.00","427.50","420.00","142.31K","1.25%"
"11/18/2013","421.00","430.00","430.75","420.50","157.22K","-2.21%"
"11/15/2013","430.50","436.00","439.75","430.00","141.29K","-1.37%"
"11/14/2013","436.50","440.00","441.50","435.50","116.63K","-0.85%"
"11/13/2013","440.25","443.50","445.75","439.25","173.31K","-0.84%"
"11/12/2013","444.00","446.25","449.50","442.00","89.30K","-0.56%"
"11/11/2013","446.50","438.50","449.00","438.50","154.47K","1.82%"
"11/08/2013","438.50","430.50","440.75","426.75","188.96K","1.62%"
"11/07/2013","431.50","431.00","434.50","430.00","142.46K","0.00%"
"11/06/2013","431.50","435.00","436.50","431.00","112.88K","-0.92%"
"11/05/2013","435.50","436.00","437.50","434.25","81.10K","-0.34%"
"11/04/2013","437.00","436.50","439.50","436.00","74.42K","-0.11%"
"11/01/2013","437.50","438.75","440.00","436.25","92.25K","-0.40%"
"10/31/2013","439.25","441.75","447.50","438.25","112.78K","-0.57%"
"10/30/2013","441.75","443.75","446.75","441.00","67.72K","-0.56%"
"10/29/2013","444.25","442.75","446.50","441.00","66.87K","0.23%"
"10/28/2013","443.25","451.00","452.00","442.50","74.53K","-1.94%"
"10/25/2013","452.00","452.00","454.25","451.25","51.26K","-0.11%"
"10/24/2013","452.50","455.00","457.00","450.75","62.36K","-0.60%"
"10/23/2013","455.25","450.75","458.75","450.25","55.45K","0.94%"
"10/22/2013","451.00","456.00","457.00","449.25","21.91K","-1.26%"
"10/21/2013","456.75","453.25","457.25","450.50","28.63K","0.61%"
"10/18/2013","454.00","455.00","460.00","453.25","27.93K","-0.33%"
"10/17/2013","455.50","454.50","458.75","453.75","38.10K","0.05%"
"10/16/2013","455.25","455.50","458.00","451.50","37.58K","-0.11%"
"10/15/2013","455.75","449.50","456.50","449.00","33.82K","1.33%"
"10/14/2013","449.75","445.50","450.00","445.00","27.35K","0.78%"
"10/11/2013","446.25","449.25","449.75","445.25","21.92K","-1.05%"
"10/10/2013","451.00","456.00","459.25","449.25","27.70K","-1.15%"
"10/09/2013","456.25","454.25","459.50","453.25","34.94K","0.39%"
"10/08/2013","454.50","461.00","461.75","452.50","37.17K","-1.57%"
"10/07/2013","461.75","455.50","462.00","454.50","57.31K","1.26%"
"10/04/2013","456.00","452.25","456.75","451.75","16.50K","0.88%"
"10/03/2013","452.00","451.75","456.50","451.00","16.77K","0.06%"
"10/02/2013","451.75","451.75","453.75","448.00","24.81K","0.00%"
"10/01/2013","451.75","454.50","457.50","448.00","29.99K","-0.61%"
"09/30/2013","454.50","465.25","474.25","453.50","45.64K","-2.57%"
"09/27/2013","466.50","469.50","471.50","465.75","22.84K","-0.64%"
"09/26/2013","469.50","467.00","470.25","463.50","19.02K","0.48%"
"09/25/2013","467.25","461.00","469.50","460.75","14.82K","1.25%"
"09/24/2013","461.50","465.00","469.50","460.50","15.48K","-0.97%"
"09/23/2013","466.00","463.00","467.75","461.00","14.86K","0.49%"
"09/20/2013","463.75","472.00","472.25","462.50","26.95K","-1.75%"
"09/19/2013","472.00","469.50","475.75","468.00","19.14K","0.69%"
"09/18/2013","468.75","466.50","469.75","464.50","31.42K","0.48%"
"09/17/2013","466.50","469.75","480.50","465.75","26.09K","-0.53%"
"09/16/2013","469.00","470.00","474.25","466.50","14.28K","2.18%"
"09/13/2013","459.00","464.75","465.75","457.75","95.25K","-1.55%"
"09/12/2013","466.25","472.00","472.75","456.25","201.30K","-1.32%"
"09/11/2013","472.50","468.75","473.50","466.25","110.48K","0.75%"
"09/10/2013","469.00","462.25","469.50","460.75","112.86K","1.19%"
"09/09/2013","463.50","468.50","471.00","461.75","93.54K","-1.01%"
"09/06/2013","468.25","461.00","469.00","460.25","96.58K","1.57%"
"09/05/2013","461.00","469.00","469.25","457.00","128.94K","-1.81%"
"09/04/2013","469.50","475.25","475.25","466.25","116.68K","-1.21%"
"09/03/2013","475.25","491.00","493.75","470.25","170.02K","-1.40%"
"08/30/2013","482.00","480.25","484.00","476.25","102.57K","0.10%"
"08/29/2013","481.50","481.75","483.75","477.00","124.25K","0.16%"
"08/28/2013","480.75","486.00","492.00","479.00","135.51K","-1.13%"
"08/27/2013","486.25","499.75","504.25","485.00","184.35K","-2.85%"
"08/26/2013","500.50","480.00","508.25","479.00","289.11K","6.49%"
"08/23/2013","470.00","464.50","474.50","463.50","121.54K","1.18%"
"08/22/2013","464.50","482.00","482.25","464.25","171.43K","-3.88%"
"08/21/2013","483.25","475.00","485.25","473.50","145.56K","1.63%"
"08/20/2013","475.50","485.00","486.75","473.75","135.04K","-2.06%"
"08/19/2013","485.50","472.25","486.25","468.00","186.86K","4.75%"
"08/16/2013","463.50","472.75","475.75","461.00","133.85K","-1.85%"
"08/15/2013","472.25","457.25","475.50","453.50","247.97K","3.73%"
"08/14/2013","455.25","447.00","456.00","446.50","148.25K","1.79%"
"08/13/2013","447.25","464.50","468.75","445.75","211.49K","-3.61%"
"08/12/2013","464.00","453.50","469.25","446.50","264.32K","2.37%"
"08/09/2013","453.25","459.50","462.75","452.00","144.58K","-1.41%"
"08/08/2013","459.75","457.75","464.25","457.00","139.63K","0.33%"
"08/07/2013","458.25","459.00","464.50","456.25","147.71K","-0.22%"
"08/06/2013","459.25","460.00","462.25","455.00","119.79K","-0.27%"
"08/05/2013","460.50","462.25","465.00","456.00","126.68K","-0.70%"
"08/02/2013","463.75","467.00","469.75","462.50","131.25K","-0.70%"
"08/01/2013","467.00","479.00","479.00","464.00","147.10K","-2.51%"
"07/31/2013","479.00","476.50","480.50","473.25","120.54K","0.31%"
"07/30/2013","477.50","473.50","478.75","473.00","106.70K","0.90%"
"07/29/2013","473.25","475.00","479.25","471.25","99.03K","-0.58%"
"07/26/2013","476.00","478.00","481.00","474.75","89.71K","-0.57%"
"07/25/2013","478.75","480.25","483.00","475.25","154.26K","-0.31%"
"07/24/2013","480.25","485.50","489.00","479.50","117.26K","-1.08%"
"07/23/2013","485.50","496.00","496.50","482.00","169.55K","-2.51%"
"07/22/2013","498.00","502.75","502.75","493.25","87.93K","-0.55%"
"07/19/2013","500.75","499.25","501.50","491.00","128.70K","0.00%"
"07/18/2013","500.75","499.50","501.75","494.00","123.36K","-0.25%"
"07/17/2013","502.00","512.75","515.00","501.50","97.77K","-1.71%"
"07/16/2013","510.75","508.00","518.50","506.00","116.68K","1.44%"
"07/15/2013","503.50","505.50","507.75","498.25","85.68K","-7.70%"
"07/12/2013","545.50","560.00","560.75","543.50","59.83K","-2.72%"
"07/11/2013","560.75","553.75","563.50","545.50","71.82K","1.26%"
"07/10/2013","553.75","551.00","558.00","548.25","62.91K","0.36%"
"07/09/2013","551.75","534.75","554.75","534.50","71.33K","3.47%"
"07/08/2013","533.25","525.75","536.00","525.00","46.34K","1.43%"
"07/05/2013","525.75","534.00","539.00","525.00","45.93K","-1.38%"
"07/04/2013","533.13","533.13","533.13","533.13","","0.16%"
"07/03/2013","532.25","535.00","539.25","527.50","59.88K","-0.14%"
"07/02/2013","533.00","532.00","535.25","527.25","75.57K","0.28%"
"07/01/2013","531.50","546.00","546.00","531.00","90.63K","-2.88%"
"06/28/2013","547.25","571.75","574.25","540.50","128.00K","-4.37%"
"06/27/2013","572.25","575.00","575.25","570.00","98.32K","-0.30%"
"06/26/2013","574.00","577.00","581.00","573.25","80.80K","-0.43%"
"06/25/2013","576.50","579.00","583.75","572.75","59.22K","-0.43%"
"06/24/2013","579.00","586.00","586.50","578.00","54.99K","-2.20%"
"06/21/2013","592.00","597.75","599.75","590.00","66.65K","-1.04%"
"06/20/2013","598.25","605.50","606.00","588.50","73.81K","-1.93%"
"06/19/2013","610.00","587.00","610.75","584.75","104.55K","3.57%"
"06/18/2013","589.00","578.50","589.75","576.00","86.76K","1.77%"
"06/17/2013","578.75","567.75","582.25","564.75","58.61K","1.22%"
"06/14/2013","571.75","570.00","575.25","567.50","65.81K","0.22%"
"06/13/2013","570.50","575.75","576.25","565.25","91.04K","-0.78%"
"06/12/2013","575.00","583.25","584.75","566.75","91.58K","-1.46%"
"06/11/2013","583.50","576.25","584.50","573.50","65.93K","1.08%"
"06/10/2013","577.25","586.00","588.00","571.00","65.84K","-2.41%"
"06/07/2013","591.50","578.00","593.25","577.25","69.28K","2.34%"
"06/06/2013","578.00","570.75","579.75","569.25","34.85K","1.23%"
"06/05/2013","571.00","583.50","584.00","570.25","50.26K","-2.18%"
"06/04/2013","583.75","589.00","589.00","576.75","37.28K","-0.85%"
"06/03/2013","588.75","595.25","604.00","578.50","51.50K","-1.42%"
"05/31/2013","597.25","590.75","601.00","587.25","40.78K","0.93%"
"05/30/2013","591.75","591.75","595.50","584.75","45.64K","-0.34%"
"05/29/2013","593.75","583.00","595.50","577.25","65.23K","1.71%"
"05/28/2013","583.75","571.25","585.00","570.75","37.05K","3.00%"
"05/24/2013","566.75","561.25","567.50","555.00","28.48K","0.58%"
"05/23/2013","563.50","559.25","567.00","554.00","31.16K","0.67%"
"05/22/2013","559.75","546.75","561.25","546.25","38.83K","2.38%"
"05/21/2013","546.75","547.00","548.00","538.50","49.18K","-1.40%"
"05/20/2013","554.50","555.00","561.00","549.00","29.16K","-0.27%"
"05/17/2013","556.00","553.75","558.50","548.00","38.43K","0.41%"
"05/16/2013","553.75","562.75","565.75","553.25","27.05K","-1.73%"
"05/15/2013","563.50","569.75","571.75","561.75","27.23K","-13.64%"
"05/14/2013","652.50","655.00","657.75","646.50","64.38K","-0.46%"
"05/13/2013","655.50","632.50","661.00","632.50","134.78K","3.03%"
"05/10/2013","636.25","647.25","648.50","625.00","115.71K","-1.93%"
"05/09/2013","648.75","633.00","652.50","629.00","99.40K","2.49%"
"05/08/2013","633.00","639.00","643.00","626.50","75.41K","-1.09%"
"05/07/2013","640.00","638.50","645.75","633.75","85.54K","0.55%"
"05/06/2013","636.50","650.50","652.00","633.25","99.01K","-3.74%"
"05/03/2013","661.25","660.50","667.00","657.75","77.80K","-0.11%"
"05/02/2013","662.00","646.00","662.75","645.00","92.58K","2.36%"
"05/01/2013","646.75","647.00","652.75","639.50","88.19K","-0.50%"
"04/30/2013","650.00","660.00","669.00","647.75","151.67K","-1.48%"
"04/29/2013","659.75","625.00","659.75","625.00","189.90K","6.45%"
"04/26/2013","619.75","624.00","624.50","618.00","92.83K","-0.76%"
"04/25/2013","624.50","618.00","627.00","617.50","79.93K","1.01%"
"04/24/2013","618.25","614.00","621.00","610.00","104.69K","0.69%"
"04/23/2013","614.00","625.00","625.25","613.25","103.10K","-1.52%"
"04/22/2013","623.50","629.75","630.00","618.25","80.52K","-1.50%"
"04/19/2013","633.00","629.75","636.00","627.00","81.81K","0.52%"
"04/18/2013","629.75","640.00","645.00","628.50","123.09K","-1.79%"
"04/17/2013","641.25","640.00","645.00","635.50","95.41K","0.08%"
"04/16/2013","640.75","626.00","641.75","621.75","89.79K","2.03%"
"04/15/2013","628.00","642.00","642.50","626.00","71.44K","-2.07%"
"04/12/2013","641.25","633.00","642.00","632.75","73.88K","1.22%"
"04/11/2013","633.50","632.00","641.75","629.25","112.79K","0.16%"
"04/10/2013","632.50","627.50","647.25","617.00","142.57K","0.80%"
"04/09/2013","627.50","619.00","628.25","619.00","125.29K","1.29%"
"04/08/2013","619.50","615.75","623.75","615.75","99.13K","0.28%"
"04/05/2013","617.75","618.50","624.75","615.00","122.47K","-0.12%"
"04/04/2013","618.50","631.50","633.00","616.00","119.34K","-1.86%"
"04/03/2013","630.25","628.25","633.75","622.75","106.25K","0.48%"
"04/02/2013","627.25","631.75","638.50","620.00","117.59K","0.08%"
"04/01/2013","626.75","657.25","657.25","619.25","171.55K","-7.29%"
"03/28/2013","676.00","714.00","716.25","676.00","165.63K","-5.59%"
"03/27/2013","716.00","711.75","717.75","708.75","54.09K","0.53%"
"03/26/2013","712.25","713.50","714.75","707.25","47.30K","-0.42%"
"03/25/2013","715.25","708.00","716.00","704.50","43.38K","0.95%"
"03/22/2013","708.50","716.50","717.00","703.50","61.04K","-1.22%"
"03/21/2013","717.25","716.50","718.75","711.50","48.17K","0.00%"
"03/20/2013","717.25","710.25","717.75","708.00","61.45K","0.74%"
"03/19/2013","712.00","702.00","712.00","701.75","59.64K","1.24%"
"03/18/2013","703.25","700.00","704.50","693.50","36.91K","0.43%"
"03/15/2013","700.25","698.00","701.00","693.75","42.01K","-2.27%"
"03/14/2013","716.50","710.75","717.50","708.25","103.86K","0.88%"
"03/13/2013","710.25","713.75","717.75","700.50","144.58K","-0.56%"
"03/12/2013","714.25","710.00","717.75","708.75","115.81K","0.42%"
"03/11/2013","711.25","703.00","716.25","702.50","139.79K","1.10%"
"03/08/2013","703.50","691.00","705.00","689.75","137.19K","1.77%"
"03/07/2013","691.25","688.75","693.00","682.00","128.83K","0.40%"
"03/06/2013","688.50","709.00","709.75","688.00","171.13K","-2.89%"
"03/05/2013","709.00","703.00","711.25","702.50","108.98K","0.82%"
"03/04/2013","703.25","707.50","712.75","695.25","129.19K","-0.74%"
"03/01/2013","708.50","703.50","709.75","699.25","115.81K","0.71%"
"02/28/2013","703.50","695.00","706.00","693.50","161.02K","1.19%"
"02/27/2013","695.25","694.00","698.75","691.25","185.81K","0.07%"
"02/26/2013","694.75","685.25","695.50","682.50","178.26K","1.35%"
"02/25/2013","685.50","684.25","688.00","680.75","127.00K","0.18%"
"02/22/2013","684.25","686.00","691.00","683.50","120.93K","-0.18%"
"02/21/2013","685.50","695.50","696.25","684.75","114.34K","-1.54%"
"02/20/2013","696.25","693.25","697.00","688.75","92.98K","0.61%"
"02/19/2013","692.00","699.00","700.50","688.25","84.75K","-0.72%"
"02/15/2013","697.00","692.75","701.00","692.25","81.29K","0.61%"
"02/14/2013","692.75","693.50","697.00","687.50","95.21K","-0.11%"
"02/13/2013","693.50","695.25","697.75","685.50","145.72K","-0.29%"
"02/12/2013","695.50","701.75","702.50","690.50","133.40K","-0.86%"
"02/11/2013","701.50","708.75","713.00","699.50","122.73K","-1.02%"
"02/08/2013","708.75","711.50","720.25","706.75","142.75K","-0.46%"
"02/07/2013","712.00","723.50","723.50","711.00","108.05K","-1.66%"
"02/06/2013","724.00","730.75","731.00","722.25","49.07K","-0.92%"
"02/05/2013","730.75","735.25","736.50","725.75","76.44K","-0.75%"
"02/04/2013","736.25","739.75","743.25","732.75","35.69K","-0.20%"
"02/01/2013","737.75","741.50","747.50","736.75","58.55K","-0.57%"
"01/31/2013","742.00","740.00","745.00","735.25","89.54K","0.13%"
"01/30/2013","741.00","729.50","741.50","726.50","59.65K","1.51%"
"01/29/2013","730.00","728.50","731.75","727.25","47.61K","0.10%"
"01/28/2013","729.25","723.00","729.75","719.50","34.33K","1.07%"
"01/25/2013","721.50","724.75","728.00","718.75","34.22K","-0.38%"
"01/24/2013","724.25","722.00","726.00","716.50","45.66K","0.21%"
"01/23/2013","722.75","729.50","732.25","721.25","42.19K","-1.03%"
"01/22/2013","730.25","731.50","736.00","728.25","31.74K","0.40%"
"01/20/2013","727.38","727.38","727.38","727.38","","-0.26%"
"01/18/2013","729.25","725.00","731.00","723.75","53.43K","0.55%"
"01/17/2013","725.25","731.00","733.75","723.00","41.32K","-0.82%"
"01/16/2013","731.25","729.75","735.00","725.00","60.08K","0.07%"
"01/15/2013","730.75","722.25","733.75","721.00","68.61K","1.07%"
"01/14/2013","723.00","710.75","723.50","710.75","54.96K","2.26%"
"01/11/2013","707.00","697.00","719.50","685.00","96.16K","1.36%"
"01/10/2013","697.50","693.75","699.00","693.75","35.54K","0.54%"
"01/09/2013","693.75","688.50","695.50","686.75","41.07K","0.73%"
"01/08/2013","688.75","685.50","693.50","683.25","39.57K","0.51%"
"01/07/2013","685.25","681.50","690.00","678.50","40.49K","0.66%"
"01/04/2013","680.75","690.50","694.00","680.25","36.07K","-1.48%"
"01/03/2013","691.00","693.75","697.00","687.75","24.16K","-0.36%"
"01/02/2013","693.50","707.25","709.00","690.50","25.76K","-0.96%"
"12/31/2012","700.25","696.50","701.75","692.00","16.44K","0.50%"
"12/28/2012","696.75","696.00","699.00","691.50","10.59K","0.32%"
"12/27/2012","694.50","696.75","698.25","691.75","11.50K","-0.29%"
"12/26/2012","696.50","707.75","708.75","695.25","8.80K","-1.45%"
"12/24/2012","706.75","705.75","709.25","703.00","5.60K","0.28%"
"12/21/2012","704.75","700.25","708.00","700.00","18.60K","0.71%"
"12/20/2012","699.75","708.00","708.75","691.25","44.30K","-1.03%"
"12/19/2012","707.00","724.25","726.50","705.50","34.26K","-2.31%"
"12/18/2012","723.75","727.00","729.00","719.00","19.00K","-0.52%"
"12/17/2012","727.50","734.75","737.50","724.50","17.54K","-0.44%"
"12/14/2012","730.75","719.50","731.75","717.75","110.15K","1.46%"
"12/13/2012","720.25","725.00","728.00","715.00","147.74K","-0.72%"
